DENOMINAÇÃO,MORADA,CONCELHO,DISTRITO,FORMA JURÍDICA,ANO REGISTO,NIPC
ARBUSTO - Associação Particular de Solidariedade Social,"Rua das Lavouras, nº. 207 - Lobão","Santa Maria da
Feira",Aveiro,Associação,2001,504669834
"Associação de Alcoólicos Recuperados do Concelho de Santa Maria da
Feira","Edifício do antigo Hospital - Freg.S.
Paio Oleiros","Santa Maria da
Feira",Aveiro,Associação,2004,504001272
Liga dos Amigos do Hospital de S. Sebastião,Rua Dr. Cândido de Pinho,"Santa Maria da
Feira",Aveiro,Associação,2004,504930206
Centro Social de S. Mamede - Guisande,"Freg. de Guisande, Concelho Santa
Maria da Feira","Santa Maria da
Feira",Aveiro,Associação,2006,505058324
Associação de Solidariedade às Crianças e Idosos de Travanca,Freguesia de Travanca - Aveiro,"Santa Maria da
Feira",Aveiro,Associação,2007,974277444
Fundação SANITUS,"Hospital de Nossa Senhora da
Saúde de São Paio de","Santa Maria da
Feira",Aveiro,Fundação,2009,507136152
Associação de Amigos por uma Comunidade Inclusiva em Sanguedo,"Biblioteca da Junta de Freguesia de
Sanguedo","Santa Maria da
Feira",Aveiro,Associação,2010,508228727
Associação de Desenvolvimento de Nogueira da Regedoura,"Rua Senhora da Hora, nº 100","Santa Maria da
Feira",Aveiro,Associação,2013,504449834
ADAI Associação de Acolhimento Integrado,"Rua do Candal, n.º 257","Santa Maria da
Feira",Aveiro,Associação,2013,508470692
Ajuda e Colo - Associação de Solidariedade,Edifício Pérola - Loja E,"Santa Maria da
Feira",Aveiro,Associação,2013,510525555
Amparo da Criança - Associação de Solidariedade Social,"Avenida Benjamim Araújo, n.º 334","Santa Maria da
Feira",Aveiro,Associação,2017,513502920
Associação Amigos da Criança da Gafanha da Nazaré,Freguesia Gafanha da Nazaré,Ílhavo,Aveiro,Associação,1993,502816260
Centro de Acção Social do Concelho de Ílhavo,Ílhavo,Ílhavo,Aveiro,Associação,1981,501132945
Centro Paroquial de Assistência e Formação D. Manuel Trindade Salgueiro,"Av.º Manuel da Maia, S. Salvador",Ílhavo,Aveiro,"Centro Social
Paroquial",1983,500876894
"Centro Social e de Promoção ""Maria Mãe da Igreja""",Paroquia da Gafanha da Nazaré,Ílhavo,Aveiro,"Instituto de
Organização
Religiosa",1984,501411739
Centro Social Paroquial da Gafanha da Encarnação,Gafanha da Encarnação,Ílhavo,Aveiro,"Centro Social
Paroquial",1988,501936092
Centro Social Paroquial de Nossa Senhora da Nazaré,Gafanha da Nazaré,Ílhavo,Aveiro,"Centro Social
Paroquial",1987,501789804
Fundação Prior Sardo,"Cartório da Igreja Paroquial da
Gafanha da Nazaré",Ílhavo,Aveiro,"Instituto de
Organização
Religiosa",1994,503107948
Obra da Providência,"Rua Camilo Castelo Branco, 52",Ílhavo,Aveiro,"Instituto de
Organização
Religiosa",1987,500846448
Obra do Apostolado do Mar,Gafanha da Nazaré,Ílhavo,Aveiro,Associação,1984,501272585
Património dos Pobres da Freguesia de Ílhavo,Lar de São José,Ílhavo,Aveiro,"Instituto de
Organização
Religiosa",1983,500876789
Irmandade da Santa Casa da Misericórdia de Ílhavo,Freguesia de S. Salvador,Ílhavo,Aveiro,Misericórdia,1988,501617922
Lar do Divino Salvador,R. Cimo de Vila,Ílhavo,Aveiro,"Instituto de
Organização
Religiosa",1999,503894680
Associação de Solidariedade Social da Gafanha do Carmo,"Freguesia da Gafanha do Carmo -
Ílhavo",Ílhavo,Aveiro,Associação,2002,504927639
Centro Social Padre José Kentenich,Rua do Santuário - Apartado 14,Ílhavo,Aveiro,"Instituto de
Organização
Religiosa",2007,507856724
Associação Aquém Renasce,"R da Mota, n.º 14 - A",Ílhavo,Aveiro,Associação,2007,507924517
Associação Desportiva Cultural e Recreativa de Antes,"Complexo Polidesportivo - Lugar de
Antes",Mealhada,Aveiro,Associação,1991,502340975
Centro de Assistência Paroquial Pampilhosa,Rua da Feira - Pampilhosa,Mealhada,Aveiro,"Centro Social
Paroquial",1985,500846340
Centro Paroquial de Solidariedade Social da Freguesia de Ventosa do Bairro,Ventosa do Bairro,Mealhada,Aveiro,"Centro Social
Paroquial",1983,501423982
Centro Social Comendador Melo Pimenta,Vila e Freguesia do Luso,Mealhada,Aveiro,Associação,1995,500876690
Centro Social da Freguesia de Casal Comba,Casal de Comba,Mealhada,Aveiro,Associação,1994,503247367
Jardim de Infância de Sant'Ana,Mealhada,Mealhada,Aveiro,Associação,1981,501159029
Jardim de Infância Dra. Odete Isabel,"Rua do Quarteirão, n.º 2",Mealhada,Aveiro,Associação,1981,501165134
Santa Casa da Misericórdia da Mealhada,Mealhada,Mealhada,Aveiro,Misericórdia,1985,500852430
Associação Jovens Cristãos do Luso,"Rua Formosa, Vila e freguesia de
Luso",Mealhada,Aveiro,Associação,2001,503455865
Associação Filantrópica da Torreira - Asfita,Freguesia da Torreira,Murtosa,Aveiro,Associação,1995,502881496
Centro Social Paroquial de Santa Maria da Murtosa,Murtosa,Murtosa,Aveiro,"Centro Social
Paroquial",1989,502120703
Centro Social Paroquial do Bunheiro,Freg. do Bunheiro,Murtosa,Aveiro,"Centro Social
Paroquial",1998,503966959
Irmandade da Santa Casa da Misericórdia da Murtosa,"R.António José Freitas Guimarães -
Pardelhas",Murtosa,Aveiro,Misericórdia,1984,500747008
Associação de Solidariedade Social de Travanca,R. da Junta de Freguesia - Travanca -,"Oliveira de
Azemeis",Aveiro,Associação,1998,504214632
Associação de Melhoramentos Pró-Outeiro,"Lugar do Outeiro - Freg.Santiago de
Riba de Ul","Oliveira de
Azemeis",Aveiro,Associação,1986,501488294
"Associação Solidariedade Social ""O Pequeno Conde""","R.Arnaldo Costeira - Escola Primária
Nº. 1","Oliveira de
Azemeis",Aveiro,Associação,1994,503073938
Associação de Solidariedade Social de Loureiro,Loureiro,"Oliveira de
Azemeis",Aveiro,Associação,1994,502747048
Associação Solidariedade Social de Macieira Sarnes,Macieira de Sarnes,"Oliveira de
Azemeis",Aveiro,Associação,1993,502962046
Centro da Terceira Idade de São Roque,"R Professor Dr.Silva Pinto, n.º 978 -
S. Roque","Oliveira de
Azemeis",Aveiro,"Centro Social
Paroquial",1988,501829776
Centro Infantil de César,César,"Oliveira de
Azemeis",Aveiro,Associação,1981,501465669
Centro Infantil de São Roque,"Lugar da Igreja - Vila Chã de
S.Roque","Oliveira de
Azemeis",Aveiro,Associação,1981,501515607
Centro Social Cultural e Recreativo de Carregosa,Carregosa,"Oliveira de
Azemeis",Aveiro,Associação,1982,501607919
Centro Social Cultural e Recreativo de Pindelo,Freguesia de Pindelo,"Oliveira de
Azemeis",Aveiro,Associação,1991,502543213
Centro Social Drª. Leonilde Aurora da Silva Matos,Fajões,"Oliveira de
Azemeis",Aveiro,Associação,1981,501423540
Centro Social e Paroquial de São Mamede de Madaíl,Paróquia de Madaíl,"Oliveira de
Azemeis",Aveiro,"Centro Social
Paroquial",1994,503057304
Centro Social Paroquial de Loureiro,Lugar da Igreja - Loureiro,"Oliveira de
Azemeis",Aveiro,"Centro Social
Paroquial",1989,502177870
Centro Social Paroquial de Nogueira do Cravo,Freguesia de Nogueira do Cravo,"Oliveira de
Azemeis",Aveiro,"Centro Social
Paroquial",1989,501794026
Centro Paroquial e Social de Santo André de Macinhata da Seixa,Santo André de Macinhata de Seixa,"Oliveira de
Azemeis",Aveiro,"Centro Social
Paroquial",1985,501789375
Centro Social Paroquial de S.Miguel de Oliveira de Azeméis,Paróquia de Oliveira de Azeméis,"Oliveira de
Azemeis",Aveiro,"Centro Social
Paroquial",1985,501796959
Centro Social Paroquial Pinheiro da Bemposta,Freguesia do Pinheiro da Bemposta,"Oliveira de
Azemeis",Aveiro,"Centro Social
Paroquial",1990,502378891
Comissão de Assistência Social da Carregosa,Freguesia da Carregosa,"Oliveira de
Azemeis",Aveiro,Associação,1988,501427252
Comissão de Melhoramentos de Azeméis,"Rua Conselheiro Boaventura de
Sousa","Oliveira de
Azemeis",Aveiro,Associação,1992,501931007
Comossela - Comissão de Melhoramentos de Ossela,"Rua de Alvelhe, n.º 529, Ossela","Oliveira de
Azemeis",Aveiro,Associação,1998,503601349
Fundação Condessa de Penha Longa,Couto de Cucujães,"Oliveira de
Azemeis",Aveiro,Fundação,1981,500851859
Fundação Manuel Brandão,"Rua do Mosteiro, n.º 3031 - Oliveira
de Azeméis","Oliveira de
Azemeis",Aveiro,Fundação,1989,501066004
Misericórdia da Vila do Couto de Cucujães,Oliveira de Azeméis,"Oliveira de
Azemeis",Aveiro,Misericórdia,1987,501402780
Centro de Apoio Familiar Pinto de Carvalho,Rua Manuel Alegria,"Oliveira de
Azemeis",Aveiro,Associação,1986,500892725
Obra Missionária de Acção Social,"Largo da Igreja, n.º 60","Oliveira de
Azemeis",Aveiro,"Instituto de
Organização
Religiosa",1992,502786132
Obra Social de São Martinho da Gandara,S.Martinho da Gândara,"Oliveira de
Azemeis",Aveiro,Associação,1990,501888063
Patronato de Santo António,"Cavaco - Freg. de Pinheiro da
Bemposta","Oliveira de
Azemeis",Aveiro,Associação,1986,501065016
Santa Casa da Misericórdia de Oliveira de Azeméis,"Rua da Abelheira, n.º 571","Oliveira de
Azemeis",Aveiro,Misericórdia,1987,500746141
Comissão de Melhoramentos Locais de Palmaz,Lugar e Freguesia de Palmaz,"Oliveira de
Azemeis",Aveiro,Associação,2001,503221074
Liga dos Amigos do Hospital de Oliveira de Azeméis,"Largo Riso Terra, Apart. 261 -
Oliveira de Azemeis","Oliveira de
Azemeis",Aveiro,Associação,2005,502962127
AFUL - Associação da Freguesia de UL,"Rua do Cavalar, n.º 91","Oliveira de
Azemeis",Aveiro,Associação,2016,510107036
"SPERAE - Associação de Solidariedade, Inovação e Desenvolvimento Social","Rua dos Meirais, n.º 677","Oliveira de
Azemeis",Aveiro,Associação,2016,513890645
Associação dos Amigos de Perrães - Amper,Perrães - Oiã,"Oliveira do
Bairro",Aveiro,Associação,1992,501569871
Associação de Beneficência e Cultura de Bustos,Bustos,"Oliveira do
Bairro",Aveiro,Associação,1982,501322230
Centro - Ambiente para Todos,Freguesia de Troviscal,"Oliveira do
Bairro",Aveiro,Associação,1991,502588985
Centro Social de Oiã,Freguesia de Oiã,"Oliveira do
Bairro",Aveiro,Associação,1988,500877114
Centro Social Paroquial de São Pedro da Palhaça,Palhaça,"Oliveira do
Bairro",Aveiro,"Centro Social
Paroquial",1986,501147292
Santa Casa da Misericórdia do Concelho de Oliveira do Bairro,"Rua da Misericórdia, nº 37","Oliveira do
Bairro",Aveiro,Misericórdia,1983,501408002
"Sobustos - As. Melhoramentos, Arte, Desporto, Cultura, Recreio e de Sol.
Soc. da Freguesia de Bustos",Bustos,"Oliveira do
Bairro",Aveiro,Associação,1987,501725938
Solsil - Associação de Solidariedade Social do Silveiro,Lugar do Silveiro - Freg. de Oiã,"Oliveira do
Bairro",Aveiro,Associação,1993,502759534
"Associação de Solidariedade Social ""O Recanto da Natureza","R. da Tojeira, nº. 67, Freguesia da
Palhaça","Oliveira do
Bairro",Aveiro,Associação,1999,505066041
Centro de Assistência Social de Esmoriz,Esmoriz,Ovar,Aveiro,Associação,1983,501549501
Centro de Promoção Social do Furadouro,Furadouro,Ovar,Aveiro,Associação,1985,500899916
Centro Social Cortegacense Olívia e Florindo Cantinho,"R.Olívia Florindo Cantinho,149 -
Freg.Cortegaça",Ovar,Aveiro,Associação,1981,501124845
Centro Social de Arada,Lugar dos Castanheiros - Arada,Ovar,Aveiro,Associação,1995,506235831
Centro Social Paroquial de S.João de Ovar,"Rua Machado dos Santos, n.º 172 -
Ovar - Aveiro",Ovar,Aveiro,"Centro Social
Paroquial",1983,501447237
Centro Social Paroquial de S.Pedro de Maceda,Largo da Igreja - Maceda,Ovar,Aveiro,"Centro Social
Paroquial",1985,502396849
Centro Social Paroquial de São Cristóvão de Ovar,Av. da Igreja,Ovar,Aveiro,"Centro Social
Paroquial",1988,501942726
Fundação Maria do Carmo e Marido Manuel Rodrigues Pepolim,"Rua Elias Garcia, nº. 109",Ovar,Aveiro,Fundação,1982,501330380
Fundação Padre Manuel Pereira Pinho e Irmã- Lar Paroquial de Santa Maria,"Rua Padre Pinho, Lugar de Vilar",Ovar,Aveiro,Fundação,1986,501137084
Grupo de Acção Social de São Vicente de Pereira,"Lugar de Pereira - S. Vicente de
Pereira",Ovar,Aveiro,Associação,1981,501406700
Santa Casa da Misericórdia de Ovar,Ovar,Ovar,Aveiro,Misericórdia,1983,500834610
"Associação Fraterna de Prevenção e Ajuda aos Deficientes Toxicómanos -
AFPADT","Rua dos Castanheiros nº 1132 -
Esmoriz",Ovar,Aveiro,Associação,1995,502054646
Associação de Diabéticos do Concelho de Ovar,"Rua Júlio Diniz, Nº. 87",Ovar,Aveiro,Associação,1995,503567485
Centro Comunitário de Esmoriz,"Rua dos Desportos, Esmoriz",Ovar,Aveiro,Associação,2002,505199254
"Associação de Pais do Infantário e Jardim de Infância da Escola
Preparatória de Ovar","Escola do Ensino Básico nº. 5 -
Habitovar",Ovar,Aveiro,Associação,2003,501406468
"Crecor - Solidariedade Social, Cultura, Recreio e Desporto de Cortegaça","Praceta Centro D' Vila, n.º 15",Ovar,Aveiro,Associação,2010,501633766
ACAIS - Associação do Centro de Apoio aos Idosos Sanjoanenses,"Rua Alão de Morais, Nº. 37","São João da
Madeira",Aveiro,Associação,1996,503749230
Actividades de Tempos Livres Gente Miúda,Freguesia de Ribeiros,"São João da
Madeira",Aveiro,Associação,1988,501895485
Associação de Apoio à Educação,Lugar da Quinta,"São João da
Madeira",Aveiro,Associação,1996,502844736
Centro Paroquial de São João da Madeira,S.Joao da Madeira,"São João da
Madeira",Aveiro,"Centro Social
Paroquial",1988,501763228
Creche Albino Dias Fontes Garcia,São João da Madeira,"São João da
Madeira",Aveiro,Associação,1981,500846367
Santa Casa da Misericórdia de São João da Madeira,S.Joao da Madeira,"São João da
Madeira",Aveiro,Misericórdia,1987,500846693
Associação de Jovens - Ecos Urbanos,Elemento Arquitectónico da Praça,"São João da
Madeira",Aveiro,Associação,1999,504713809
Associação Pró-Cidadão Deficiente Integrado,Pessegueiro do Vouga,Sever do Vouga,Aveiro,Associação,1988,501665269
Centro Social de Apoio à Criança e ao Jovem de Sever Vouga,"Novos Arruamentos, Nº. 15 - R/c",Sever do Vouga,Aveiro,Associação,1995,504552198
Centro Social Maria da Glória Almeida Pinho,Paróquia de Silva Escura,Sever do Vouga,Aveiro,"Instituto de
Organização
Religiosa",1985,501719881
Fundação Bernardo Barbosa Quadros,Quinta do Linheiro,Sever do Vouga,Aveiro,Fundação,1982,500849269
Santa Casa da Misericórdia de Sever do Vouga,Vila de Sever do Vouga,Sever do Vouga,Aveiro,Misericórdia,1985,501337660
Liga dos Amigos do Centro de Saúde de Sever do Vouga,Lugar do Morro da Póvoa,Sever do Vouga,Aveiro,Associação,2007,506018733
"Fundação de Edite Costa Matos, Mão Amiga","Vale de Anta, freg. Silva escura,
Sever do Vouga",Sever do Vouga,Aveiro,Fundação,2009,509078974
Associação Boa-Hora Instituição Particular de Solidariedade Social,Freguesia da Gafanha da Boa - Hora,Vagos,Aveiro,Associação,1997,503897531
Betel - Ponte de Vagos,Ponte de Vagos,Vagos,Aveiro,Associação,1981,501354638
Centro de Acção Social de Covão do Lobo,Lugar de Rua da Capela,Vagos,Aveiro,Associação,1994,503088811
Centro Social Bem Estar,Ouca,Vagos,Aveiro,"Instituto de
Organização
Religiosa",1983,501403981
Centro Social da Freguesia de Sosa,Lugar e Freguesia de Sosa,Vagos,Aveiro,Associação,1995,503339253
Centro Social Paroquial da Fonte de Angeão,Fonte de Angeão,Vagos,Aveiro,"Centro Social
Paroquial",1989,501736743
Centro Social Paroquial de Santo António,"Av.ª Padre Creolo, N.º 27",Vagos,Aveiro,"Centro Social
Paroquial",1985,501179127
Centro Social Paroquial do Calvão,Calvao,Vagos,Aveiro,"Centro Social
Paroquial",1989,501734937
Comissão de Apoio Social e Desenvolvimento de Santa Catarina - CASDSC,Freguesia de Stª. Catarina,Vagos,Aveiro,Associação,1993,501099093
Santa Casa da Misericórdia de Vagos,Vagos,Vagos,Aveiro,Misericórdia,1986,501181164
Associação de Solidariedade Social e Cultural de Santo André de Vagos,Rua Dr. Sá Carneiro nº. 2,Vagos,Aveiro,Associação,2003,504316850
Associação Diferentes e Especias,"Centro Social e administrativos da
ZIV, lote 141",Vagos,Aveiro,Associação,2014,509660649
Associação Valecambrense de Pais e Amigos do Cidadão Deficiente,Vale de Cambra,Vale de Cambra,Aveiro,Associação,1992,502661801
Centro de Promoção Social e Cultural de Junqueira,Freguesia de Junqueira,Vale de Cambra,Aveiro,Associação,1992,502980966
Centro Social de Santo António,Vila Chã,Vale de Cambra,Aveiro,"Centro Social
Paroquial",1992,502555726
Centro Social Paroquial da Freguesia de Arões,Arões,Vale de Cambra,Aveiro,"Centro Social
Paroquial",1988,501859080
Centro Social Paroquial de S. João Batista de Cepelos,Cepelos,Vale de Cambra,Aveiro,"Centro Social
Paroquial",1992,502693665
Centro Social Paroquial de São Pedro de Castelões,Castelões,Vale de Cambra,Aveiro,"Centro Social
Paroquial",1991,502396997
Fundação Luiz Bernardo de Almeida,Macieira de Cambra,Vale de Cambra,Aveiro,Fundação,1985,500849609
Santa Casa da Misericórdia de Vale de Cambra,Vale de Cambra,Vale de Cambra,Aveiro,Misericórdia,1986,501063986
Associação de Solidariedade Social de S. João de Negrilhos,"Rua Manuel Nobre Martins - Montes
Velhos",Aljustrel,Beja,Associação,1998,504140035
Centro Paroquial de Bem Estar Social Ervidel,"Rua de Lisboa, n-º 33",Aljustrel,Beja,"Centro Social
Paroquial",1984,500847720
Cocaria - Associação de Solidariedade Social de Rio de Moínhos,Rio de Moinhos,Aljustrel,Beja,Associação,1994,503097349
Engenho e Arte - Associação para a Defesa e Valorização de Messejana,Rua do Espírito Santo Nº. 5,Aljustrel,Beja,Associação,1994,503214078
Misericórdia de Nossa Senhora da Assunção de Messejana,Praça 1. Julho,Aljustrel,Beja,Misericórdia,1990,502240784
Santa Casa da Misericórdia de Aljustrel,Aljustrel,Aljustrel,Beja,Misericórdia,1983,500852103
Centro Social e Paroquial de Santa Clara-a-Nova,"Rua da Atafona - caixa Postal n.º
101",Almodôvar,Beja,"Centro Social
Paroquial",1998,503751154
Santa Casa da Misericórdia de Almodôvar,Largo da Feira,Almodôvar,Beja,Misericórdia,1987,501626468
Associação de Solidariedade Social de Aldeia dos Fernandes,"Edificio Junta de Freguesia - Av. 25
de Abril, S/N",Almodôvar,Beja,Associação,2003,505263866
Sonho & Verdade - Associação,"Largo de S. Sebastião - Caixa Postal
52",Almodôvar,Beja,Associação,2010,508695139
Fundação S. Barnabé,"S. Barnabé, Concelho de Almodôver -
Beja",Almodôvar,Beja,Fundação,2010,501073434
